Clave compendio,Codigo del expediente,Número del procedimiento o contratación,Partida específica,Clave CUCoP+,Descripción CUCoP+,Descripción detallada,Unidad de medida,Cantidad solicitada,Clave partidas,Dependencia,desc_det_anuncio,uc,fecha_presentacion,fecha_pub,uri,scrapped_day
,E-2024-00114420,LA-07-110-007000999-T-92-2025,23201,23201-0033,TELAS DE FIBRAS ARTIFICIALES,ROLLO DE 1/2 KILO DE PERLÓN DE 6 CM.,PIEZA,17,"21101,23201,23701,25101,25401,25501,25601,27101,29101,29801",007000 - SECRETARIA DE LA DEFENSA NACIONAL,"ADQUISICION DE PROTESIS Y AUXILIARES DE LA MARCHA PARA MILITARES RETIRADOS, DERECHOHABIENTES Y PENSIONISTAS DEL PERSONAL DEL EJERCITO Y F.A.M.",SUBDIRECCIÓN DE ADQUISICIONES,22/01/2025 09:00,13/12/2024 13:26,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/92e14f56501a44d59ef56aa6aa222d83/procedimiento,18/01/2025
,E-2024-00114420,LA-07-110-007000999-T-92-2025,23201,23201-0033,TELAS DE FIBRAS ARTIFICIALES,ROLLO DE 1/2 KILO DE PERLÓN DE 8 CM.,PIEZA,10,"21101,23201,23701,25101,25401,25501,25601,27101,29101,29801",007000 - SECRETARIA DE LA DEFENSA NACIONAL,"ADQUISICION DE PROTESIS Y AUXILIARES DE LA MARCHA PARA MILITARES RETIRADOS, DERECHOHABIENTES Y PENSIONISTAS DEL PERSONAL DEL EJERCITO Y F.A.M.",SUBDIRECCIÓN DE ADQUISICIONES,22/01/2025 09:00,13/12/2024 13:26,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/92e14f56501a44d59ef56aa6aa222d83/procedimiento,18/01/2025
,E-2024-00114420,LA-07-110-007000999-T-92-2025,23201,23201-0033,TELAS DE FIBRAS ARTIFICIALES,ROLLO DE 1 KILO DE PERLÓN DE 15 CM.,PIEZA,12,"21101,23201,23701,25101,25401,25501,25601,27101,29101,29801",007000 - SECRETARIA DE LA DEFENSA NACIONAL,"ADQUISICION DE PROTESIS Y AUXILIARES DE LA MARCHA PARA MILITARES RETIRADOS, DERECHOHABIENTES Y PENSIONISTAS DEL PERSONAL DEL EJERCITO Y F.A.M.",SUBDIRECCIÓN DE ADQUISICIONES,22/01/2025 09:00,13/12/2024 13:26,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/92e14f56501a44d59ef56aa6aa222d83/procedimiento,18/01/2025
,E-2024-00114420,LA-07-110-007000999-T-92-2025,23201,23201-0033,TELAS DE FIBRAS ARTIFICIALES,ROLLO DE 1 KILO DE PERLÓN DE 20 CM.,PIEZA,12,"21101,23201,23701,25101,25401,25501,25601,27101,29101,29801",007000 - SECRETARIA DE LA DEFENSA NACIONAL,"ADQUISICION DE PROTESIS Y AUXILIARES DE LA MARCHA PARA MILITARES RETIRADOS, DERECHOHABIENTES Y PENSIONISTAS DEL PERSONAL DEL EJERCITO Y F.A.M.",SUBDIRECCIÓN DE ADQUISICIONES,22/01/2025 09:00,13/12/2024 13:26,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/92e14f56501a44d59ef56aa6aa222d83/procedimiento,18/01/2025
,E-2024-00114420,LA-07-110-007000999-T-92-2025,23201,23201-0033,TELAS DE FIBRAS ARTIFICIALES,"STOKINETT DE 3 MTS. DE LARGO DE FIBRA DE CARBÓN DE 4"".",PIEZA,17,"21101,23201,23701,25101,25401,25501,25601,27101,29101,29801",007000 - SECRETARIA DE LA DEFENSA NACIONAL,"ADQUISICION DE PROTESIS Y AUXILIARES DE LA MARCHA PARA MILITARES RETIRADOS, DERECHOHABIENTES Y PENSIONISTAS DEL PERSONAL DEL EJERCITO Y F.A.M.",SUBDIRECCIÓN DE ADQUISICIONES,22/01/2025 09:00,13/12/2024 13:26,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/92e14f56501a44d59ef56aa6aa222d83/procedimiento,18/01/2025
,E-2024-00114420,LA-07-110-007000999-T-92-2025,23201,23201-0033,TELAS DE FIBRAS ARTIFICIALES,"STOKINETT DE 3 MTS. DE LARGO DE FIBRA DE CARBÓN DE 8"".",PIEZA,22,"21101,23201,23701,25101,25401,25501,25601,27101,29101,29801",007000 - SECRETARIA DE LA DEFENSA NACIONAL,"ADQUISICION DE PROTESIS Y AUXILIARES DE LA MARCHA PARA MILITARES RETIRADOS, DERECHOHABIENTES Y PENSIONISTAS DEL PERSONAL DEL EJERCITO Y F.A.M.",SUBDIRECCIÓN DE ADQUISICIONES,22/01/2025 09:00,13/12/2024 13:26,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/92e14f56501a44d59ef56aa6aa222d83/procedimiento,18/01/2025
,E-2024-00114420,LA-07-110-007000999-T-92-2025,23201,23201-0033,TELAS DE FIBRAS ARTIFICIALES,"STOKINETT DE 3 MTS. DE LARGO DE FIBRA DE CARBÓN DE 10"".",PIEZA,22,"21101,23201,23701,25101,25401,25501,25601,27101,29101,29801",007000 - SECRETARIA DE LA DEFENSA NACIONAL,"ADQUISICION DE PROTESIS Y AUXILIARES DE LA MARCHA PARA MILITARES RETIRADOS, DERECHOHABIENTES Y PENSIONISTAS DEL PERSONAL DEL EJERCITO Y F.A.M.",SUBDIRECCIÓN DE ADQUISICIONES,22/01/2025 09:00,13/12/2024 13:26,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/92e14f56501a44d59ef56aa6aa222d83/procedimiento,18/01/2025
,E-2024-00114420,LA-07-110-007000999-T-92-2025,25401,25401-0421,PROTESIS,TELA TEFLÓN DE 5 MILESIMAS; PARA TERMOPLASTICOS ORTOPÉDICOS.,PIEZA,6,"21101,23201,23701,25101,25401,25501,25601,27101,29101,29801",007000 - SECRETARIA DE LA DEFENSA NACIONAL,"ADQUISICION DE PROTESIS Y AUXILIARES DE LA MARCHA PARA MILITARES RETIRADOS, DERECHOHABIENTES Y PENSIONISTAS DEL PERSONAL DEL EJERCITO Y F.A.M.",SUBDIRECCIÓN DE ADQUISICIONES,22/01/2025 09:00,13/12/2024 13:26,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/92e14f56501a44d59ef56aa6aa222d83/procedimiento,18/01/2025
,E-2024-00114420,LA-07-110-007000999-T-92-2025,25401,25401-0421,PROTESIS,"PIE PROTÉSICO TIPO SACH. DERECHO E IZQUIERDO DE LOS SIGUIENTES NÚMEROS: NO. 22, NO. 23, NO. 24, NO. 25, NO. 26 Y NO. 27.",PIEZA,24,"21101,23201,23701,25101,25401,25501,25601,27101,29101,29801",007000 - SECRETARIA DE LA DEFENSA NACIONAL,"ADQUISICION DE PROTESIS Y AUXILIARES DE LA MARCHA PARA MILITARES RETIRADOS, DERECHOHABIENTES Y PENSIONISTAS DEL PERSONAL DEL EJERCITO Y F.A.M.",SUBDIRECCIÓN DE ADQUISICIONES,22/01/2025 09:00,13/12/2024 13:26,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/92e14f56501a44d59ef56aa6aa222d83/procedimiento,18/01/2025
,E-2024-00114420,LA-07-110-007000999-T-92-2025,25401,25401-0421,PROTESIS,"PIES PROTÉSICOS DE FIBRA DE CARBÓN, DERECHO E IZQUIERDO, CON FUNDA COSMÉTICA DE LOS SIGUIENTES NÚMEROS: NO. 22, NO. 23, NO. 24, NO. 25, NO. 26 Y NO. 27.",PIEZA,24,"21101,23201,23701,25101,25401,25501,25601,27101,29101,29801",007000 - SECRETARIA DE LA DEFENSA NACIONAL,"ADQUISICION DE PROTESIS Y AUXILIARES DE LA MARCHA PARA MILITARES RETIRADOS, DERECHOHABIENTES Y PENSIONISTAS DEL PERSONAL DEL EJERCITO Y F.A.M.",SUBDIRECCIÓN DE ADQUISICIONES,22/01/2025 09:00,13/12/2024 13:26,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/92e14f56501a44d59ef56aa6aa222d83/procedimiento,18/01/2025
,E-2024-00114420,LA-07-110-007000999-T-92-2025,25601,25601-0002,NEOPRENO/POLICLOROPRENO,CINTURÓN DE NEOPRENO PARA PROTÉSIS TRANSFEMORAL CHICO.,PIEZA,6,"21101,23201,23701,25101,25401,25501,25601,27101,29101,29801",007000 - SECRETARIA DE LA DEFENSA NACIONAL,"ADQUISICION DE PROTESIS Y AUXILIARES DE LA MARCHA PARA MILITARES RETIRADOS, DERECHOHABIENTES Y PENSIONISTAS DEL PERSONAL DEL EJERCITO Y F.A.M.",SUBDIRECCIÓN DE ADQUISICIONES,22/01/2025 09:00,13/12/2024 13:26,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/92e14f56501a44d59ef56aa6aa222d83/procedimiento,18/01/2025
,E-2024-00114420,LA-07-110-007000999-T-92-2025,25601,25601-0002,NEOPRENO/POLICLOROPRENO,CINTURÓN DE NEOPRENO PARA PROTÉSIS TRANSFEMORAL MEDIANO.,PIEZA,6,"21101,23201,23701,25101,25401,25501,25601,27101,29101,29801",007000 - SECRETARIA DE LA DEFENSA NACIONAL,"ADQUISICION DE PROTESIS Y AUXILIARES DE LA MARCHA PARA MILITARES RETIRADOS, DERECHOHABIENTES Y PENSIONISTAS DEL PERSONAL DEL EJERCITO Y F.A.M.",SUBDIRECCIÓN DE ADQUISICIONES,22/01/2025 09:00,13/12/2024 13:26,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/92e14f56501a44d59ef56aa6aa222d83/procedimiento,18/01/2025
,E-2024-00114420,LA-07-110-007000999-T-92-2025,25601,25601-0002,NEOPRENO/POLICLOROPRENO,CINTURÓN DE NEOPRENO PARA PROTÉSIS TRANSFEMORAL GRANDE.,PIEZA,6,"21101,23201,23701,25101,25401,25501,25601,27101,29101,29801",007000 - SECRETARIA DE LA DEFENSA NACIONAL,"ADQUISICION DE PROTESIS Y AUXILIARES DE LA MARCHA PARA MILITARES RETIRADOS, DERECHOHABIENTES Y PENSIONISTAS DEL PERSONAL DEL EJERCITO Y F.A.M.",SUBDIRECCIÓN DE ADQUISICIONES,22/01/2025 09:00,13/12/2024 13:26,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/92e14f56501a44d59ef56aa6aa222d83/procedimiento,18/01/2025
,E-2024-00114420,LA-07-110-007000999-T-92-2025,25401,25401-0421,PROTESIS,GUANTE COSMÉTICO DERECHO E IZQUIERDO.,PIEZA,6,"21101,23201,23701,25101,25401,25501,25601,27101,29101,29801",007000 - SECRETARIA DE LA DEFENSA NACIONAL,"ADQUISICION DE PROTESIS Y AUXILIARES DE LA MARCHA PARA MILITARES RETIRADOS, DERECHOHABIENTES Y PENSIONISTAS DEL PERSONAL DEL EJERCITO Y F.A.M.",SUBDIRECCIÓN DE ADQUISICIONES,22/01/2025 09:00,13/12/2024 13:26,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/92e14f56501a44d59ef56aa6aa222d83/procedimiento,18/01/2025
,E-2024-00114420,LA-07-110-007000999-T-92-2025,29801,29801-0053,POLIMERO FLEXIBLE,LINER PARA AMPUTACIÓN TRANSTIBIAL NÚMERO 24.,PIEZA,6,"21101,23201,23701,25101,25401,25501,25601,27101,29101,29801",007000 - SECRETARIA DE LA DEFENSA NACIONAL,"ADQUISICION DE PROTESIS Y AUXILIARES DE LA MARCHA PARA MILITARES RETIRADOS, DERECHOHABIENTES Y PENSIONISTAS DEL PERSONAL DEL EJERCITO Y F.A.M.",SUBDIRECCIÓN DE ADQUISICIONES,22/01/2025 09:00,13/12/2024 13:26,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/92e14f56501a44d59ef56aa6aa222d83/procedimiento,18/01/2025
,E-2024-00114420,LA-07-110-007000999-T-92-2025,29801,29801-0053,POLIMERO FLEXIBLE,LINER PARA AMPUTACIÓN TRANSTIBIAL NÚMERO 28.,PIEZA,6,"21101,23201,23701,25101,25401,25501,25601,27101,29101,29801",007000 - SECRETARIA DE LA DEFENSA NACIONAL,"ADQUISICION DE PROTESIS Y AUXILIARES DE LA MARCHA PARA MILITARES RETIRADOS, DERECHOHABIENTES Y PENSIONISTAS DEL PERSONAL DEL EJERCITO Y F.A.M.",SUBDIRECCIÓN DE ADQUISICIONES,22/01/2025 09:00,13/12/2024 13:26,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/92e14f56501a44d59ef56aa6aa222d83/procedimiento,18/01/2025
,E-2024-00114420,LA-07-110-007000999-T-92-2025,29801,29801-0053,POLIMERO FLEXIBLE,LINER PARA AMPUTACIÓN TRANSTIBIAL NÚMERO 30.,PIEZA,5,"21101,23201,23701,25101,25401,25501,25601,27101,29101,29801",007000 - SECRETARIA DE LA DEFENSA NACIONAL,"ADQUISICION DE PROTESIS Y AUXILIARES DE LA MARCHA PARA MILITARES RETIRADOS, DERECHOHABIENTES Y PENSIONISTAS DEL PERSONAL DEL EJERCITO Y F.A.M.",SUBDIRECCIÓN DE ADQUISICIONES,22/01/2025 09:00,13/12/2024 13:26,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/92e14f56501a44d59ef56aa6aa222d83/procedimiento,18/01/2025
,E-2024-00114420,LA-07-110-007000999-T-92-2025,25401,25401-0421,PROTESIS,MANO PROTÉSICA DERECHA E IZQUIERDA.,PIEZA,6,"21101,23201,23701,25101,25401,25501,25601,27101,29101,29801",007000 - SECRETARIA DE LA DEFENSA NACIONAL,"ADQUISICION DE PROTESIS Y AUXILIARES DE LA MARCHA PARA MILITARES RETIRADOS, DERECHOHABIENTES Y PENSIONISTAS DEL PERSONAL DEL EJERCITO Y F.A.M.",SUBDIRECCIÓN DE ADQUISICIONES,22/01/2025 09:00,13/12/2024 13:26,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/92e14f56501a44d59ef56aa6aa222d83/procedimiento,18/01/2025
,E-2024-00114420,LA-07-110-007000999-T-92-2025,23701,23701-0035,ROLLOS DE POLIETILENO,"ARTICULACIONES TAMARACK EN DORSIFLEXIÓN PARES TAMAÑO GRANDE, 742-L-85.",PIEZA,120,"21101,23201,23701,25101,25401,25501,25601,27101,29101,29801",007000 - SECRETARIA DE LA DEFENSA NACIONAL,"ADQUISICION DE PROTESIS Y AUXILIARES DE LA MARCHA PARA MILITARES RETIRADOS, DERECHOHABIENTES Y PENSIONISTAS DEL PERSONAL DEL EJERCITO Y F.A.M.",SUBDIRECCIÓN DE ADQUISICIONES,22/01/2025 09:00,13/12/2024 13:26,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/92e14f56501a44d59ef56aa6aa222d83/procedimiento,18/01/2025
,E-2024-00114420,LA-07-110-007000999-T-92-2025,23701,23701-0035,ROLLOS DE POLIETILENO,"ARTICULACIONES TAMARACK EN DORSIFLEXIÓN PARES TAMAÑO MEDIANO, 742-M-85.",PIEZA,220,"21101,23201,23701,25101,25401,25501,25601,27101,29101,29801",007000 - SECRETARIA DE LA DEFENSA NACIONAL,"ADQUISICION DE PROTESIS Y AUXILIARES DE LA MARCHA PARA MILITARES RETIRADOS, DERECHOHABIENTES Y PENSIONISTAS DEL PERSONAL DEL EJERCITO Y F.A.M.",SUBDIRECCIÓN DE ADQUISICIONES,22/01/2025 09:00,13/12/2024 13:26,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/92e14f56501a44d59ef56aa6aa222d83/procedimiento,18/01/2025
,E-2024-00114420,LA-07-110-007000999-T-92-2025,21101,21101-0235,CINTA VELCRO,"CINTA DE CONTACTO MECÁNICO ADHERIBLE DE 1 1/2” POR 25 MTS. DE LARGO FELPA, COLOR NEGRO.",PIEZA,85,"21101,23201,23701,25101,25401,25501,25601,27101,29101,29801",007000 - SECRETARIA DE LA DEFENSA NACIONAL,"ADQUISICION DE PROTESIS Y AUXILIARES DE LA MARCHA PARA MILITARES RETIRADOS, DERECHOHABIENTES Y PENSIONISTAS DEL PERSONAL DEL EJERCITO Y F.A.M.",SUBDIRECCIÓN DE ADQUISICIONES,22/01/2025 09:00,13/12/2024 13:26,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/92e14f56501a44d59ef56aa6aa222d83/procedimiento,18/01/2025
,E-2024-00114420,LA-07-110-007000999-T-92-2025,21101,21101-0235,CINTA VELCRO,"CINTA DE CONTACTO MECÁNICO ADHERIBLE DE 1 1/2” POR 25 MTS. DE LARGO GANCHO, COLOR NEGRO.",PIEZA,85,"21101,23201,23701,25101,25401,25501,25601,27101,29101,29801",007000 - SECRETARIA DE LA DEFENSA NACIONAL,"ADQUISICION DE PROTESIS Y AUXILIARES DE LA MARCHA PARA MILITARES RETIRADOS, DERECHOHABIENTES Y PENSIONISTAS DEL PERSONAL DEL EJERCITO Y F.A.M.",SUBDIRECCIÓN DE ADQUISICIONES,22/01/2025 09:00,13/12/2024 13:26,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/92e14f56501a44d59ef56aa6aa222d83/procedimiento,18/01/2025
,E-2024-00114420,LA-07-110-007000999-T-92-2025,21101,21101-0235,CINTA VELCRO,"CINTA DE CONTACTO MECÁNICO ROLLO DE CINTA DE CONTACTO MECÁNICO DE 1 1/2” POR 25 MTS. DE LARGO FELPA, COLOR NEGRO.",PIEZA,85,"21101,23201,23701,25101,25401,25501,25601,27101,29101,29801",007000 - SECRETARIA DE LA DEFENSA NACIONAL,"ADQUISICION DE PROTESIS Y AUXILIARES DE LA MARCHA PARA MILITARES RETIRADOS, DERECHOHABIENTES Y PENSIONISTAS DEL PERSONAL DEL EJERCITO Y F.A.M.",SUBDIRECCIÓN DE ADQUISICIONES,22/01/2025 09:00,13/12/2024 13:26,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/92e14f56501a44d59ef56aa6aa222d83/procedimiento,18/01/2025
,E-2024-00114420,LA-07-110-007000999-T-92-2025,21101,21101-0235,CINTA VELCRO,"CINTA DE CONTACTO MECÁNICO ROLLO DE CINTA DE CONTACTO MECÁNICO DE 1 1/2” POR 25 MTS. DE LARGO GANCHO, COLOR NEGRO.",PIEZA,85,"21101,23201,23701,25101,25401,25501,25601,27101,29101,29801",007000 - SECRETARIA DE LA DEFENSA NACIONAL,"ADQUISICION DE PROTESIS Y AUXILIARES DE LA MARCHA PARA MILITARES RETIRADOS, DERECHOHABIENTES Y PENSIONISTAS DEL PERSONAL DEL EJERCITO Y F.A.M.",SUBDIRECCIÓN DE ADQUISICIONES,22/01/2025 09:00,13/12/2024 13:26,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/92e14f56501a44d59ef56aa6aa222d83/procedimiento,18/01/2025
,E-2024-00090814,LA-50-GYR-050GYR027-T-20-2025,25401,25401-0575,BOQUILLA DESECHABLE,"PARTIDA 1 379-103-0574-00-00 BOQUILLA SPIRETTE PARA ESPIROMETRIA, DESECHABLE, FABRICADA DE POLIETILENO LINEAL DE BAJA DENSIDAD, DIMENSIONES: 25 MM DE ALTO X 38 MM DE ANCHO X 140 MM DE PROFUNDIDAD, PESO DE 8 GRAMOS. PRESENTACION: CAJA CON 50 PIEZAS. NUMERO DE CATALOGO: 2050-1. PARA SU USO EN EL EQUIPO: ESPIROMETRO COMPUTARIZADO CON NEUMOTACOGRAFO. CLAVE: 531.361.0171. MARCA: NDD. MODELO: EASYONE, EASY ON-PC, EASYONE PRO, EASYONE PRO LAB.",PIEZA,12,"24601,25401,25901,29401,29501",050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,"COMSUMIBLES Y ACCESORIOS PARA EQUIPOS MÉDICOS Y TERAPIA DE ALTO FLUJO, HERIDAS PRESION NEGATIVA, ESTERILIZACION POR PLASMA, TERAPIA REMPLAZO RENAL 2025",OFICINA DE ADQUISICIONES DE LA DELEGACION GUANAJUATO,23/01/2025 10:00,26/12/2024 16:58,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/e0cb1233e2544a3485ade4f21b5e4b2c/procedimiento,18/01/2025
,E-2024-00090814,LA-50-GYR-050GYR027-T-20-2025,25401,25401-0635,FILTRO DE SISTEMA CERRADO,"PARTIDA 2 FILTRO ELECTROSTATICO PARA ESPIROMETRIA, DESECHABLE, CARCASA DE POLIPROPILENO, MEDIO FILTRANTE FIBRA SINTETICA ELECTROSTATICA DE 200 GR. DIMENSIONES: 92.5 MM DE ALTO, X 96.8 MM DE ANCHO. PRESENTACION: CAJA CON 50 PIEZAS. NUMERO DE CATALOGO: 22.041 NDD 2800/22BAUF. PARA SU USO EN EL EQUIPO: ESPIROMETRO COMPUTARIZADO CON NEUMOTACOGRAFO. CLAVE: 531.361.0171. MARCA: NDD. MODELO: EASY ON-PC.",PIEZA,12,"24601,25401,25901,29401,29501",050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,"COMSUMIBLES Y ACCESORIOS PARA EQUIPOS MÉDICOS Y TERAPIA DE ALTO FLUJO, HERIDAS PRESION NEGATIVA, ESTERILIZACION POR PLASMA, TERAPIA REMPLAZO RENAL 2025",OFICINA DE ADQUISICIONES DE LA DELEGACION GUANAJUATO,23/01/2025 10:00,26/12/2024 16:58,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/e0cb1233e2544a3485ade4f21b5e4b2c/procedimiento,18/01/2025
,E-2024-00090814,LA-50-GYR-050GYR027-T-20-2025,25401,25401-8143,CLIP NASAL,"PARTIDA 3 ADAPTADOR DE POLIETILENO PARA LA CONEXION DEL FILTRO ELECTROSTATICO Y LABOQUILLA SPIRETTE PARA ESPIROMETRIA, DIMENSIONES: 30 MM DE DIAMETRO EXTERNO X150 MM DE ALTURA PRESENTACION: CAJA CON 50 PIEZAS. NUMERO DE CATALOGO:22.037NDD. PARA SU USO EN EL EQUIPO: ESPIROMETRO COMPUTARIZADO CONNEUMOTACOGRAFO. CLAVE: 531.361.0171. MARCA: NDD. MODELO: EASYONE, EASY ON-PC,EASYONE PRO, EASYONE PRO LAB.",PIEZA,12,"24601,25401,25901,29401,29501",050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,"COMSUMIBLES Y ACCESORIOS PARA EQUIPOS MÉDICOS Y TERAPIA DE ALTO FLUJO, HERIDAS PRESION NEGATIVA, ESTERILIZACION POR PLASMA, TERAPIA REMPLAZO RENAL 2025",OFICINA DE ADQUISICIONES DE LA DELEGACION GUANAJUATO,23/01/2025 10:00,26/12/2024 16:58,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/e0cb1233e2544a3485ade4f21b5e4b2c/procedimiento,18/01/2025
,E-2024-00090814,LA-50-GYR-050GYR027-T-20-2025,25401,25401-8143,CLIP NASAL,"PARTIDA 4 CLIP NASAL REUTILIZABLE, CON ASA Y ALMOHADILLAS DE PROTECCION, PRESENTACION:PIEZA. NUMERO DE CATALOGO: 10.040MM. PARA SU USO EN EL EQUIPO: ESPIROMETROCOMPUTARIZADO CON NEUMOTACOGRAFO. CLAVE: 531.361.0171. MARCA: NDD. MODELO:EASYONE, EASY ON-PC, EASYONE PRO, EASYONE PRO LAB.",PIEZA,120,"24601,25401,25901,29401,29501",050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,"COMSUMIBLES Y ACCESORIOS PARA EQUIPOS MÉDICOS Y TERAPIA DE ALTO FLUJO, HERIDAS PRESION NEGATIVA, ESTERILIZACION POR PLASMA, TERAPIA REMPLAZO RENAL 2025",OFICINA DE ADQUISICIONES DE LA DELEGACION GUANAJUATO,23/01/2025 10:00,26/12/2024 16:58,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/e0cb1233e2544a3485ade4f21b5e4b2c/procedimiento,18/01/2025
,E-2024-00090814,LA-50-GYR-050GYR027-T-20-2025,25401,25401-0020,AGUJA PARA BIOPSIA,PARTIDA 5 AGUJA PARA BIOPSIA DESECHABLE 14 G X 10 CM DE LONGITUD PARA PISTOLA DE CORTEAUTOMATICO PRESENTACION: PIEZA. NUMERO DE CATALOGO: MN1410. PARA SU USO EN ELEQUIPO: ULTRASONOGRAFO. CLAVE: 531.924.0031. MARCA: TOSHIBA. MODELO: NEMIO580.,PIEZA,22,"24601,25401,25901,29401,29501",050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,"COMSUMIBLES Y ACCESORIOS PARA EQUIPOS MÉDICOS Y TERAPIA DE ALTO FLUJO, HERIDAS PRESION NEGATIVA, ESTERILIZACION POR PLASMA, TERAPIA REMPLAZO RENAL 2025",OFICINA DE ADQUISICIONES DE LA DELEGACION GUANAJUATO,23/01/2025 10:00,26/12/2024 16:58,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/e0cb1233e2544a3485ade4f21b5e4b2c/procedimiento,18/01/2025
060.711.0145,E-2024-00090814,LA-50-GYR-050GYR027-T-20-2025,25901,25901-0026,060.711.0145 TESTIGOS. INDICADOR-INTEGRADOR PARA LA ESTERILIZACIÓN POR VAPOR CLASE V; CAPAZ DE VERIFICAR: TEMPERATURA TIEMPO DE ESTERILIZACIÓN Y SATURACIÓN DE VAPOR DURANTE EL PROCESO DE ESTERILIZACIÓN.,"PARTIDA 6 INTEGRADOR QUIMICO PARA VAPOR. DE UN SOLO USO. TECNOLOGIA DE TINTA CON DESPLAZAMIENTO FRONTAL DESPLAZABLE. SOPORTA CICLOS DESDE 121 GRADOS CENTIGRADOS HASTA 135 GRADOS CENTIGRADOS. DIMENSIONES 5,1 CM X 1,9 CM PRESENTACION: BOLSA CON 500 PIEZAS. NUMERO D",PIEZA,16,"24601,25401,25901,29401,29501",050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,"COMSUMIBLES Y ACCESORIOS PARA EQUIPOS MÉDICOS Y TERAPIA DE ALTO FLUJO, HERIDAS PRESION NEGATIVA, ESTERILIZACION POR PLASMA, TERAPIA REMPLAZO RENAL 2025",OFICINA DE ADQUISICIONES DE LA DELEGACION GUANAJUATO,23/01/2025 10:00,26/12/2024 16:58,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/e0cb1233e2544a3485ade4f21b5e4b2c/procedimiento,18/01/2025
