Clave compendio,Clave Cucop,Descripción detallada,Codigo del expediente,Número del procedimiento o contratación,Dependencia,Número Unidad Compradora,Nombre Unidad Compradora,Fecha y hora de la publicación,Año del ejercicio presupuestal,Clave partidas,Proveedor,Número de contrato,Fecha de inicio,Fecha de fin,Importe Unitario sin Impuestos,Total Sin IVA,Total con IVA,uri,scrapped_day,total cantidad minima
,25501-0099,"070 581 0125 01 01 MEDIOS DE CONTRASTE HIDROSOLUBLES NO IONICOS EN CONCENTRACION DE 300 MG/ML IOVERSOL, IOPAMIDOL, IOHEXOL, IOPROMIDA, IOBITRIDOL ENVASE CON 200 ML. *INCLUYE SISTEMA DE TRANSFERENCIA CON VALVULA ANTIRREFLUJO, FAJILLA Y ASA DE SUSPENSION.",E-2023-00076005,AA-50-GYR-050GYR015-T-167-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR015,DEPARTAMENTO DE ADQUISICION DE BIENES Y CONTRATACION DE SERVICIOS,24/08/2023 08:46,2023,25501,DISTRIBUIDORA GLOOBAL CJR SA DE CV,D3P0123,23/08/2023,02/09/2023,"$2,100.00","$35,700.00","$41,412.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/4589e70121624b7a82c162f06ee9e7e1/procedimiento,27/07/2024,
,25501-0099,"070 581 0109 01 01 MEDIOS DE CONTRASTE HIDROSOLUBLES NO IONICOS EN CONCENTRACION DE 300 A 320 MG I/ML IOVERSOL,IOPAMIDOL,IOHEXOL,IOPROMIDA ,IOBITRIDOL,IODIXANOL,FRASCO CON 520 ML",E-2023-00076005,AA-50-GYR-050GYR015-T-167-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR015,DEPARTAMENTO DE ADQUISICION DE BIENES Y CONTRATACION DE SERVICIOS,24/08/2023 08:46,2023,25501,DISTRIBUIDORA GLOOBAL CJR SA DE CV,D3P0123,23/08/2023,02/09/2023,$900.00,"$149,400.00","$173,304.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/4589e70121624b7a82c162f06ee9e7e1/procedimiento,27/07/2024,
,25101-0037,"TAQMAN SNP GENOTYPING ASSAYS, HUMAN S (300 REACTIONS)), MADE TO ORDER, MARCA APPLIED BIOSYSTEMS, CAT- 4351379",E-2023-00060310,AA-12-NCD-012NCD001-I-195-2023,012NCD - INSTITUTO NACIONAL DE ENFERMEDADES RESPIRATORIAS ISMAEL COSIO VILLEGAS,012NCD001,DEPARTAMENTO DE ADQUISICIONES,17/07/2023 12:04,2023,"25101,25501",BIOADVANCED SYSTEMS SA DE CV,230283,28/07/2023,31/07/2023,"$8,277.21","$82,772.10","$96,015.636",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/e27ad109caca47b1a00913ab89483149/procedimiento,27/07/2024,
,25101-0037,"MAXIMA PROBE/ROX QPCR MASTER MIX 1,000 X 25 ML., MARCA THERMO FISHER SCIENTIFIC, CAT- K0232",E-2023-00060310,AA-12-NCD-012NCD001-I-195-2023,012NCD - INSTITUTO NACIONAL DE ENFERMEDADES RESPIRATORIAS ISMAEL COSIO VILLEGAS,012NCD001,DEPARTAMENTO DE ADQUISICIONES,17/07/2023 12:04,2023,"25101,25501",BIOADVANCED SYSTEMS SA DE CV,230283,28/07/2023,31/07/2023,"$20,099.05","$40,198.10","$46,629.796",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/e27ad109caca47b1a00913ab89483149/procedimiento,27/07/2024,
,25501-0090,"MICROAMP FAST OPTICAL 96-WELL REACTION PLATE WITH BARCODE, 0.1 ML. 20 PLATES, MARCA APPLIED BIOSYSTEMS, CAT- 4346906",E-2023-00060310,AA-12-NCD-012NCD001-I-195-2023,012NCD - INSTITUTO NACIONAL DE ENFERMEDADES RESPIRATORIAS ISMAEL COSIO VILLEGAS,012NCD001,DEPARTAMENTO DE ADQUISICIONES,17/07/2023 12:04,2023,"25101,25501",BIOADVANCED SYSTEMS SA DE CV,230283,28/07/2023,31/07/2023,"$2,845.40","$5,690.80","$6,601.328",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/e27ad109caca47b1a00913ab89483149/procedimiento,27/07/2024,
,25501-0090,"MICROAMP OPTICAL ADHESIVE FILM 25 COVERS, MARCA APPLIED BIOSYSTEMS, CAT- 4360954",E-2023-00060310,AA-12-NCD-012NCD001-I-195-2023,012NCD - INSTITUTO NACIONAL DE ENFERMEDADES RESPIRATORIAS ISMAEL COSIO VILLEGAS,012NCD001,DEPARTAMENTO DE ADQUISICIONES,17/07/2023 12:04,2023,"25101,25501",BIOADVANCED SYSTEMS SA DE CV,230283,28/07/2023,31/07/2023,"$1,639.80","$3,279.60","$3,804.336",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/e27ad109caca47b1a00913ab89483149/procedimiento,27/07/2024,
,25501-0088,"SMARTPAK PACK DE PURIFICACIÓN, PARA DIRECT-Q 3. UND NUMERO SAT 12352200. REFERENCIA SPR00SIA1",E-2024-00013886,AA-11-L4J-011L4J995-N-59-2024,011L4J - CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL INSTITUTO POLITECNICO NACIONAL,011L4J995,SUBDIRECCION DE RECURSOS MATERIALES,26/02/2024 13:44,2024,25501,MERCK SA DE CV,540,15/02/2024,15/05/2024,"$12,631.00","$25,262.00","$29,303.92",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/7978722c397249cca5703fadb776d130/procedimiento,27/07/2024,
,25501-0088,JUEGO DE PRETRATAMIENTO INCLUYE UN CARTUCHO DE POLIPROPILENO DE 1 UM CODIGO F 10 PULG UN CARTUCHO DE CARB. REFERENCIA JMXPPCVFI,E-2024-00013886,AA-11-L4J-011L4J995-N-59-2024,011L4J - CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL INSTITUTO POLITECNICO NACIONAL,011L4J995,SUBDIRECCION DE RECURSOS MATERIALES,26/02/2024 13:44,2024,25501,MERCK SA DE CV,540,15/02/2024,15/05/2024,"$1,315.00","$1,315.00","$1,525.40",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/7978722c397249cca5703fadb776d130/procedimiento,27/07/2024,
,25501-0088,MILLIPAK-40 NO ESTÉRIL 0.22 UM. FILTRO FINAL – NUMERO SAT 12352200. REFERENCIA MPGL04001,E-2024-00013886,AA-11-L4J-011L4J995-N-59-2024,011L4J - CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL INSTITUTO POLITECNICO NACIONAL,011L4J995,SUBDIRECCION DE RECURSOS MATERIALES,26/02/2024 13:44,2024,25501,MERCK SA DE CV,540,15/02/2024,15/05/2024,"$1,998.00","$3,996.00","$4,635.36",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/7978722c397249cca5703fadb776d130/procedimiento,27/07/2024,
,25501-0088,"FILTRO DE VENTEO 1.0 UM PARA TANQUES INTERNOS. SISTEMAS DIRECT-Q3, RIOS 3, RIOS-DI 3. PQX2 – NUMERO SAT 12352200. REFERENCIA TANKMPK03",E-2024-00013886,AA-11-L4J-011L4J995-N-59-2024,011L4J - CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL INSTITUTO POLITECNICO NACIONAL,011L4J995,SUBDIRECCION DE RECURSOS MATERIALES,26/02/2024 13:44,2024,25501,MERCK SA DE CV,540,15/02/2024,15/05/2024,"$1,753.00","$3,506.00","$4,066.96",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/7978722c397249cca5703fadb776d130/procedimiento,27/07/2024,
,1,"TRIFLUOROACETIC, PRESENTACIÓN PIEZA 10X1ML, MARCA SIGMA-ALDRICH, CATÁLOGO302031-10X1ML",E-2023-00022509,AA-38-90I-03890I001-N-26-2023,"03890I - CENTRO DE INVESTIGACION Y ASISTENCIA EN TECNOLOGIA Y DISENO DEL ESTADO DE JALISCO, A.C.",03890I001,SUBDIRECCION DE RECURSOS MATERIALES,31/03/2023 17:40,2023,25501,SIGMA-ALDRICH QUIMICA S DE RL DE CV,AD230358,03/03/2023,02/05/2023,"$3,348.40","$3,348.40","$3,884.144",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/79b81532dfd24c7e899114242b6a02a2/procedimiento,27/07/2024,
,2,"AMMONIUM BICARBONATE, REAGENTPLUS, PRESENTACIÓN PIEZA DE 25G, MARCA SIGMA-ALDRICH, CATÁLOGO A6141-25G",E-2023-00022509,AA-38-90I-03890I001-N-26-2023,"03890I - CENTRO DE INVESTIGACION Y ASISTENCIA EN TECNOLOGIA Y DISENO DEL ESTADO DE JALISCO, A.C.",03890I001,SUBDIRECCION DE RECURSOS MATERIALES,31/03/2023 17:40,2023,25501,SIGMA-ALDRICH QUIMICA S DE RL DE CV,AD230358,03/03/2023,02/05/2023,$713.68,$713.68,$827.8688,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/79b81532dfd24c7e899114242b6a02a2/procedimiento,27/07/2024,
,3,"DL-DITHIOTHREITOL /DTT / THREO-1,4 DIMERCAPTO-2,3- BUTANEDIOL, PRESENTACIÓN PIEZA 5G, MARCA SIGMA-ALDRICH, CATÁLOGO 43815-5G",E-2023-00022509,AA-38-90I-03890I001-N-26-2023,"03890I - CENTRO DE INVESTIGACION Y ASISTENCIA EN TECNOLOGIA Y DISENO DEL ESTADO DE JALISCO, A.C.",03890I001,SUBDIRECCION DE RECURSOS MATERIALES,31/03/2023 17:40,2023,25501,SIGMA-ALDRICH QUIMICA S DE RL DE CV,AD230358,03/03/2023,02/05/2023,"$9,335.04","$9,335.04","$10,828.6464",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/79b81532dfd24c7e899114242b6a02a2/procedimiento,27/07/2024,
,4,"IODOACETAMIDE, PRESENTACIÓN PIEZA 5G, MARCA SIGMA-ALDRICH, CATÁLOGO I6125-5G",E-2023-00022509,AA-38-90I-03890I001-N-26-2023,"03890I - CENTRO DE INVESTIGACION Y ASISTENCIA EN TECNOLOGIA Y DISENO DEL ESTADO DE JALISCO, A.C.",03890I001,SUBDIRECCION DE RECURSOS MATERIALES,31/03/2023 17:40,2023,25501,SIGMA-ALDRICH QUIMICA S DE RL DE CV,AD230358,03/03/2023,02/05/2023,"$1,356.08","$1,356.08","$1,573.0528",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/79b81532dfd24c7e899114242b6a02a2/procedimiento,27/07/2024,
,5,"MS CALIBRATION, PRESENTACION PIEZA 30 ML, MARCA SIGMA-ALDRICH, CATALOGO14379-30ML",E-2023-00022509,AA-38-90I-03890I001-N-26-2023,"03890I - CENTRO DE INVESTIGACION Y ASISTENCIA EN TECNOLOGIA Y DISENO DEL ESTADO DE JALISCO, A.C.",03890I001,SUBDIRECCION DE RECURSOS MATERIALES,31/03/2023 17:40,2023,25501,SIGMA-ALDRICH QUIMICA S DE RL DE CV,AD230358,03/03/2023,02/05/2023,"$2,546.72","$2,546.72","$2,954.1952",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/79b81532dfd24c7e899114242b6a02a2/procedimiento,27/07/2024,
,6,"POTASSIUM HYDROXIDE,REAGENT GRADE,90%, PRESENTACIÓN, PIEZA 1KG, MARCA SIGMA-ALDRICH, CATÁLOGO 484016-1KG",E-2023-00022509,AA-38-90I-03890I001-N-26-2023,"03890I - CENTRO DE INVESTIGACION Y ASISTENCIA EN TECNOLOGIA Y DISENO DEL ESTADO DE JALISCO, A.C.",03890I001,SUBDIRECCION DE RECURSOS MATERIALES,31/03/2023 17:40,2023,25501,SIGMA-ALDRICH QUIMICA S DE RL DE CV,AD230358,03/03/2023,02/05/2023,"$1,170.40","$1,170.40","$1,357.664",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/79b81532dfd24c7e899114242b6a02a2/procedimiento,27/07/2024,
,7,"3-INDOLYLACETIC, PRESENTACION PIEZA 250MG, MARCA SIGMA-ALDRICH, CATÁLOGO 45533-250 MG",E-2023-00022509,AA-38-90I-03890I001-N-26-2023,"03890I - CENTRO DE INVESTIGACION Y ASISTENCIA EN TECNOLOGIA Y DISENO DEL ESTADO DE JALISCO, A.C.",03890I001,SUBDIRECCION DE RECURSOS MATERIALES,31/03/2023 17:40,2023,25501,SIGMA-ALDRICH QUIMICA S DE RL DE CV,AD230358,03/03/2023,02/05/2023,"$1,151.92","$1,151.92","$1,336.2272",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/79b81532dfd24c7e899114242b6a02a2/procedimiento,27/07/2024,
,8,"SODIUM HYDROXIDE ANHYDROUS, PIEZA 1KG, MARCA SIGMA-ALDRICH, CATÁLOGO S5881-1K",E-2023-00022509,AA-38-90I-03890I001-N-26-2023,"03890I - CENTRO DE INVESTIGACION Y ASISTENCIA EN TECNOLOGIA Y DISENO DEL ESTADO DE JALISCO, A.C.",03890I001,SUBDIRECCION DE RECURSOS MATERIALES,31/03/2023 17:40,2023,25501,SIGMA-ALDRICH QUIMICA S DE RL DE CV,AD230358,03/03/2023,02/05/2023,"$2,077.68","$2,077.68","$2,410.1088",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/79b81532dfd24c7e899114242b6a02a2/procedimiento,27/07/2024,
,9,"TRANS-ZEATIN, PRESENTACION PIEZA 50MG, MARCA SIGMA-ALDRICH, CATÁLOGO Z0876-50 MG",E-2023-00022509,AA-38-90I-03890I001-N-26-2023,"03890I - CENTRO DE INVESTIGACION Y ASISTENCIA EN TECNOLOGIA Y DISENO DEL ESTADO DE JALISCO, A.C.",03890I001,SUBDIRECCION DE RECURSOS MATERIALES,31/03/2023 17:40,2023,25501,SIGMA-ALDRICH QUIMICA S DE RL DE CV,AD230358,03/03/2023,02/05/2023,"$8,968.08","$8,968.08","$10,402.9728",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/79b81532dfd24c7e899114242b6a02a2/procedimiento,27/07/2024,
,10,"6-(G,G-DIMETHYLALLY, PRESENTACIÓN PIEZA 5G, MARCA SIGMA-ALDRICH, CATÁLOGO D7674-5 G",E-2023-00022509,AA-38-90I-03890I001-N-26-2023,"03890I - CENTRO DE INVESTIGACION Y ASISTENCIA EN TECNOLOGIA Y DISENO DEL ESTADO DE JALISCO, A.C.",03890I001,SUBDIRECCION DE RECURSOS MATERIALES,31/03/2023 17:40,2023,25501,SIGMA-ALDRICH QUIMICA S DE RL DE CV,AD230358,03/03/2023,02/05/2023,"$14,680.16","$14,680.16","$17,028.9856",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/79b81532dfd24c7e899114242b6a02a2/procedimiento,27/07/2024,
,11,"PK30 DISCOVERY, PRESENTACIÓN PAQUETE DE 30 PZAS, MARCA SIGMA-ALDRICH, CATÁLOGO 52786-U",E-2023-00022509,AA-38-90I-03890I001-N-26-2023,"03890I - CENTRO DE INVESTIGACION Y ASISTENCIA EN TECNOLOGIA Y DISENO DEL ESTADO DE JALISCO, A.C.",03890I001,SUBDIRECCION DE RECURSOS MATERIALES,31/03/2023 17:40,2023,25501,SIGMA-ALDRICH QUIMICA S DE RL DE CV,AD230358,03/03/2023,02/05/2023,"$3,606.24","$10,818.72","$12,549.7152",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/79b81532dfd24c7e899114242b6a02a2/procedimiento,27/07/2024,
,12,"TRANS-ZEATIN-RIBOSI, PRESENTACIÓN PIEZA 50MG, SIGMA-ALDRICH, CATÁLOGO Z3541-50 MG",E-2023-00022509,AA-38-90I-03890I001-N-26-2023,"03890I - CENTRO DE INVESTIGACION Y ASISTENCIA EN TECNOLOGIA Y DISENO DEL ESTADO DE JALISCO, A.C.",03890I001,SUBDIRECCION DE RECURSOS MATERIALES,31/03/2023 17:40,2023,25501,SIGMA-ALDRICH QUIMICA S DE RL DE CV,AD230358,03/03/2023,02/05/2023,"$12,123.76","$12,123.76","$14,063.5616",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/79b81532dfd24c7e899114242b6a02a2/procedimiento,27/07/2024,
,53101-0362,CATETERES. PARA VENOCLISIS. DE FLUOROPOLIMEROS (POLITETRAFLUORETILENO FLUORETILENPROPILENO Y ETILENTRIFLUORETILENO) O POLIURETANO RADIOPACO CON AGUJA. LONGITUD: 28-34 MM CALIBRE: 18 G. ENVASE CON 50 PIEZAS. *PARA LA ADQUISICION DE ESTAS CLAVES DEBERA AC,E-2023-00053110,AA-50-GYR-050GYR088-N-82-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR088,HOSPITAL DE GINECOLOGIA Y OBSTETRICIA NO.23,09/08/2023 13:15,2023,"25401,25501,29501,53101,56601",OCTAVIO YAIR AVILA ANGUIANO,D3P0432,26/06/2023,13/07/2023,$313.85,"$8,473.95","$9,829.18",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/26d2668741c9498ea775e900fd4df401/procedimiento,27/07/2024,
,29501-0009,"CEPILLO PARA LAVADO DE INSTRUMENTAL. CON CERDAS DE FIBRA VEGETAL, LECHUGUILLA. PIEZA.",E-2023-00053110,AA-50-GYR-050GYR088-N-82-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR088,HOSPITAL DE GINECOLOGIA Y OBSTETRICIA NO.23,09/08/2023 13:15,2023,"25401,25501,29501,53101,56601",OCTAVIO YAIR AVILA ANGUIANO,D3P0433,26/06/2023,13/07/2023,$35.00,$980.00,"$1,136.80",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/26d2668741c9498ea775e900fd4df401/procedimiento,27/07/2024,
,25401-0205,HEMOSTATICOS. ESPONJA HEMOSTATICA DE GELATINA O COLAGENO DE: 50 A 100 X 70 A 125 MM. ENVASE CON UNA PIEZA.,E-2023-00053110,AA-50-GYR-050GYR088-N-82-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR088,HOSPITAL DE GINECOLOGIA Y OBSTETRICIA NO.23,09/08/2023 13:15,2023,"25401,25501,29501,53101,56601",OCTAVIO YAIR AVILA ANGUIANO,D3P0434,26/06/2023,13/07/2023,$78.90,"$17,910.30","$20,775.94",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/26d2668741c9498ea775e900fd4df401/procedimiento,27/07/2024,
,25401-0475,SUTURAS. SINTETICAS ABSORBIBLES POLIMERO DE ACIDO GLICOLICO TRENZADO CON AGUJA. LONGITUD DE LA HEBRA: 67-70 CM CALIBRE DE LA SUTURA: 4-0 CARACTERISTICAS DE LA AGUJA: 1/2 CIRCULO AHUSADA (25-26 MM). ENVASE CON 12 PIEZAS.,E-2023-00053110,AA-50-GYR-050GYR088-N-82-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR088,HOSPITAL DE GINECOLOGIA Y OBSTETRICIA NO.23,09/08/2023 13:15,2023,"25401,25501,29501,53101,56601",OCTAVIO YAIR AVILA ANGUIANO,D3P0435,26/06/2023,13/07/2023,$511.00,"$2,044.00","$2,371.04",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/26d2668741c9498ea775e900fd4df401/procedimiento,27/07/2024,
,25401-0475,SUTURAS. SINTETICAS ABSORBIBLES POLIMERO DE ACIDO GLICOLICO TRENZADO CON AGUJA. LONGITUD DE LA HEBRA: 67-70 CM CALIBRE DE LA SUTURA: 2-0 CARACTERISTICAS DE LA AGUJA: 1/2 CIRCULO AHUSADA (25-26 MM). ENVASE CON 12 PIEZAS.,E-2023-00053110,AA-50-GYR-050GYR088-N-82-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR088,HOSPITAL DE GINECOLOGIA Y OBSTETRICIA NO.23,09/08/2023 13:15,2023,"25401,25501,29501,53101,56601",OCTAVIO YAIR AVILA ANGUIANO,D3P0436,26/06/2023,13/07/2023,$721.00,"$34,608.00","$40,145.28",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/26d2668741c9498ea775e900fd4df401/procedimiento,27/07/2024,
060.626.0032,25401-4601,MEDIAS ANTIEMBOLICAS. MEDIAS ANTIEMBOLICAS ELASTICAS DE COMPRESION MEDIANA PARA MIEMBROS INFERIORES HASTA EL MUSLO. TALLAS: MEDIANA CORTA. ENVASE CON UN PAR.,E-2023-00053110,AA-50-GYR-050GYR088-N-82-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR088,HOSPITAL DE GINECOLOGIA Y OBSTETRICIA NO.23,09/08/2023 13:15,2023,"25401,25501,29501,53101,56601",COMERCIALIZADORA UCIN S A P I DE CV,D3P0437,26/06/2023,14/07/2023,$176.10,"$10,566.00","$12,256.56",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/26d2668741c9498ea775e900fd4df401/procedimiento,27/07/2024,
060.626.0040,25401-4602,MEDIAS ANTIEMBOLICAS. MEDIAS ANTIEMBOLICAS ELASTICAS DE COMPRESION MEDIANA PARA MIEMBROS INFERIORES HASTA EL MUSLO. TALLAS: MEDIANA LARGA. ENVASE CON UN PAR.,E-2023-00053110,AA-50-GYR-050GYR088-N-82-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR088,HOSPITAL DE GINECOLOGIA Y OBSTETRICIA NO.23,09/08/2023 13:15,2023,"25401,25501,29501,53101,56601",COMERCIALIZADORA UCIN S A P I DE CV,D3P0438,26/06/2023,14/07/2023,$176.10,"$10,566.00","$12,256.56",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/26d2668741c9498ea775e900fd4df401/procedimiento,27/07/2024,
,25501-0105,"AGUJA PARA TOMA Y RECOLECC -ION DE SANGRE PARA LA TOMA -SENCILLA Y/O MULTIPLE, ESTE-RIL, DESECHABLE, DE: 21G X38 MM.",E-2023-00053110,AA-50-GYR-050GYR088-N-82-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR088,HOSPITAL DE GINECOLOGIA Y OBSTETRICIA NO.23,09/08/2023 13:15,2023,"25401,25501,29501,53101,56601",GRUPO BIOMYRE SC,D3P0439,26/06/2023,14/07/2023,$285.00,"$5,700.00","$6,612.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/26d2668741c9498ea775e900fd4df401/procedimiento,27/07/2024,
,56601-0171,VIOLETA DE GENCIANA. PARA LA TINCION DE GRAM. FRASCO CON 500 ML.TA.,E-2023-00053110,AA-50-GYR-050GYR088-N-82-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR088,HOSPITAL DE GINECOLOGIA Y OBSTETRICIA NO.23,09/08/2023 13:15,2023,"25401,25501,29501,53101,56601",GRUPO BIOMYRE SC,D3P0440,26/06/2023,14/07/2023,$145.00,$290.00,$336.40,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/26d2668741c9498ea775e900fd4df401/procedimiento,27/07/2024,
,1,25501-0089,E-2023-00038047,AA-12-NBG-012NBG003-I-182-2023,012NBG - HOSPITAL INFANTIL DE MEXICO FEDERICO GOMEZ,012NBG003,SUBDIRECCION DE RECURSOS MATERIALES,19/05/2023 17:58,2023,25501,BORBAU SA DE CV,RM-AF-0619/23,04/05/2023,03/06/2023,40,100,"$10,800.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/37d9b68409ac44adb3031ea3fcbd2fe9/procedimiento,27/07/2024,
,2,25501-0089,E-2023-00038047,AA-12-NBG-012NBG003-I-182-2023,012NBG - HOSPITAL INFANTIL DE MEXICO FEDERICO GOMEZ,012NBG003,SUBDIRECCION DE RECURSOS MATERIALES,19/05/2023 17:58,2023,25501,BORBAU SA DE CV,RM-AF-0619/23,04/05/2023,03/06/2023,3,6,"$15,900.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/37d9b68409ac44adb3031ea3fcbd2fe9/procedimiento,27/07/2024,
,25501-0114,CAMA PARA ANIMALES SANITIZADA CON RAYOS ULTRAVIOLETA BULTO 10 KG.,E-2023-00059946,AA-12-NBB-012NBB002-I-29-2023,"012NBB - HOSPITAL GENERAL """"DR. MANUEL GEA GONZALEZ""""",012NBB002,SUBDIRECCION DE RECURSOS MATERIALES,19/07/2023 18:54,2023,25501,COMERCIALIZADORA LARI SA DE CV,AD-014-2023,04/07/2023,31/12/2023,$170.00,"$2,550.00","$2,958.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/bfa599b8c73c4eacad862248fdf9953d/procedimiento,27/07/2024,
,25501-0114,CAMA PARA ANIMALES ASPEN CHIP BULTO 2.5 PIES,E-2023-00059946,AA-12-NBB-012NBB002-I-29-2023,"012NBB - HOSPITAL GENERAL """"DR. MANUEL GEA GONZALEZ""""",012NBB002,SUBDIRECCION DE RECURSOS MATERIALES,19/07/2023 18:54,2023,25501,COMERCIALIZADORA LARI SA DE CV,AD-014-2023,04/07/2023,31/12/2023,$896.00,"$134,400.00","$155,904.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/bfa599b8c73c4eacad862248fdf9953d/procedimiento,27/07/2024,
010.000.3674.00,25301-0090,AGUA BIDESTILADA.,E-2023-00125530,AA-50-GYR-050GYR001-T-356-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR001,"DEL. GUERRERO, COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO",11/12/2023 11:12,2023,"23701,25301,25401,25501,53101",INSUMOS Y SOLUCIONES MEDICAS SA DE CV,D3P0739,07/12/2023,17/12/2023,$280.00,"$15,400.00","$17,864.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/cd2dcf13b6134442aa30674f8f2f990d/procedimiento,27/07/2024,
,25401-0365,SUSTANCIAS BIOLOGICAS. VDRL. ANTIGENO DE CARDIOLIPINA PARA INVESTIGAR REAGINAS DE LA SIFILIS EN SUERO SIN INACTIVAR EN PLASMA Y LIQUIDO CEFALORRAQUIDEO (NO REQUIERE RECONSTITUCION). PARA 300 PRUEBAS. CAJA CON 10 AMPOLLETAS DE 0.5 ML. C/U. RTC.,E-2023-00125530,AA-50-GYR-050GYR001-T-356-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR001,"DEL. GUERRERO, COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO",11/12/2023 11:12,2023,"23701,25301,25401,25501,53101",INSUMOS Y SOLUCIONES MEDICAS SA DE CV,D3P0739,07/12/2023,17/12/2023,"$1,495.00","$22,425.00","$26,013.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/cd2dcf13b6134442aa30674f8f2f990d/procedimiento,27/07/2024,
