Clave compendio,Codigo del expediente,Número del procedimiento o contratación,Partida específica,Clave CUCoP+,Descripción CUCoP+,Descripción detallada,Unidad de medida,Cantidad solicitada,uri,scrapped_day
,E-2023-00038047,AA-12-NBG-012NBG003-I-182-2023,25501,25501-0089,MATERIAL DE VIDRIO PARA USO EN LABORATORIO DE MEDICION,13103838 CUBREOBJETOS DE CRISTAL ESPESOR 0.13-016 MM_(NO.1) MEDIDAS 24X60 MM. CAJA CON 100 PIEZAS,PIEZA,3,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/37d9b68409ac44adb3031ea3fcbd2fe9/procedimiento,27/07/2024
,E-2023-00059946,AA-12-NBB-012NBB002-I-29-2023,25501,25501-0114,CAMA SANITARIA PARA ANIMALES DE LABORATORIO,CAMA PARA ANIMALES SANITIZADA CON RAYOS ULTRAVIOLETA BULTO 10 KG.,PIEZA,15,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/bfa599b8c73c4eacad862248fdf9953d/procedimiento,27/07/2024
,E-2023-00059946,AA-12-NBB-012NBB002-I-29-2023,25501,25501-0114,CAMA SANITARIA PARA ANIMALES DE LABORATORIO,CAMA PARA ANIMALES ASPEN CHIP BULTO 2.5 PIES,PIEZA,150,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/bfa599b8c73c4eacad862248fdf9953d/procedimiento,27/07/2024
,E-2023-00125530,AA-50-GYR-050GYR001-T-356-2023,25401,25401-0048,BARNIZ DE COPAL (USO MEDICO),BARNICES. DE COPAL. PARA REVESTIMIENTO DE CAVIDADES. FRASCO CON 15 ML Y FRASCO CON DISOLVENTE DE 15 ML. JUEGO.,PIEZA,20,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/cd2dcf13b6134442aa30674f8f2f990d/procedimiento,27/07/2024
,E-2023-00125530,AA-50-GYR-050GYR001-T-356-2023,25401,25401-0101,CATETER CON BALON DE DILATACION DEFASCIA Y RENAL,"CATETERES. CATETER PARA EXTRACCION DE CALCULOS DE VIAS BILIARES, CON DOBLE LUMEN, CALIBRE 5.0 A 6.8 FR, CON PUNTA DISTAL DE 5.0 FR Y 200 A 210 CM DE LONGITUD. ESTERIL Y DESECHABLE. BALON: 8.5 A 12 ML. PIEZA. LAS MEDIDAS DEL CATETER SERAN SELECCIONADAS D",PIEZA,20,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/cd2dcf13b6134442aa30674f8f2f990d/procedimiento,27/07/2024
,E-2023-00125530,AA-50-GYR-050GYR001-T-356-2023,25401,25401-0517,TUBO ENDOTRAQUEAL CON GLOBO Y CON BALON Y CONECTOR OPACO,TUBOS. ENDOTRAQUEALES SIN GLOBO. DE ELASTOMERO DE SILICON TRANSPARENTE GRADUADOS CON MARCA RADIOPACA ESTERILES Y DESECHABLES. DIAMETRO INTERNO: 3.0 MM CALIBRE: 12 FR. PIEZA.,PIEZA,20,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/cd2dcf13b6134442aa30674f8f2f990d/procedimiento,27/07/2024
,E-2023-00125530,AA-50-GYR-050GYR001-T-356-2023,25401,25401-0427,RECOLECTOR DE PUNZOCORTANTES (DESECHABLES),"CONTENEDORES. DESECHABLES DE PUNZO-CORTANTES, DE POLIPROPILENO, ESTERILIZABLE, INCINERABLE Y NO TOXICO, RESISTENTE A LA PERFORACION, AL IMPACTO Y A LA PERDIDA DEL CONTENIDO AL CAERSE, CON O SIN SEPARADOR DE AGUJAS Y ABERTURA PARA EL DEPOSITO DE OTROS PU",PIEZA,93,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/cd2dcf13b6134442aa30674f8f2f990d/procedimiento,27/07/2024
,E-2023-00125530,AA-50-GYR-050GYR001-T-356-2023,25401,25401-0206,ESPONJAS NEUROQUIRURGICAS DE ALGODON PRENSADO,ESPONJAS NEUROQUIRURGICAS. DE ALGODON PRENSADO O RAYON NO TEJIDO CON MARCA RADIOPACA. ESTERILES. MEDIDAS: 76.0 X 76.0 MM. ENVASE CON 10 PIEZAS.,PIEZA,70,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/cd2dcf13b6134442aa30674f8f2f990d/procedimiento,27/07/2024
,E-2023-00125530,AA-50-GYR-050GYR001-T-356-2023,25401,25401-0084,CABLE GUIA CON RECUBRIMIENTO DE TEFLON PARA VIAS BILIARES,GUIAS. CABLE GUIA PARA VIAS BILIARES CON RECUBRIMIENTO DE POLITETRAFLUORETILENO DIAMETRO 0.035 MM LONGITUD 480 CM. TIPO: SOEHENDRA. PIEZA.,PIEZA,23,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/cd2dcf13b6134442aa30674f8f2f990d/procedimiento,27/07/2024
,E-2023-00125530,AA-50-GYR-050GYR001-T-356-2023,25401,25401-0187,ELECTRODO PARA MARCAPASO DEFINITIVO BIPOLAR ENDOCARDIACO,ELECTRODO PARA MARCAPASO TEMPORAL BIPOLAR ENDOCARDICO 5FR.,PIEZA,45,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/cd2dcf13b6134442aa30674f8f2f990d/procedimiento,27/07/2024
,E-2023-00125530,AA-50-GYR-050GYR001-T-356-2023,53101,53101-0026,ASPIRADOR SUCCION CONTINUA (EQUIPO MEDICO QUIRURGICO),SISTEMAS. SISTEMA PARA ADMINISTRACION DE PRESION POSITIVA CONTINUA POR VIA NASAL. CONTIENE: - UNA CANULA NASAL. - DOS CODOS PARA CONEXION. - UN PUERTO PARA MONITORIZACION. - DOS TUBOS DE FLUJO SUAVE DE 180 CM DE LONGITUD. - UNA LINEA PARA MONITORIZACION,PIEZA,40,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/cd2dcf13b6134442aa30674f8f2f990d/procedimiento,27/07/2024
,E-2023-00125530,AA-50-GYR-050GYR001-T-356-2023,53101,53101-0026,ASPIRADOR SUCCION CONTINUA (EQUIPO MEDICO QUIRURGICO),SISTEMAS. SISTEMA PARA ADMINISTRACION DE PRESION POSITIVA CONTINUA POR VIA NASAL. CONTIENE: - UNA CANULA NASAL. - DOS CODOS PARA CONEXION. - UN PUERTO PARA MONITORIZACION. - DOS TUBOS DE FLUJO SUAVE DE 180 CM DE LONGITUD. - UNA LINEA PARA MONITORIZACION,PIEZA,38,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/cd2dcf13b6134442aa30674f8f2f990d/procedimiento,27/07/2024
,E-2023-00125530,AA-50-GYR-050GYR001-T-356-2023,25401,25401-0443,SONDA DE SILASTIC PARA DRENAJE TORAXICO,SISTEMAS. SISTEMA PARA ADMINISTRACION DE PRESION POSITIVA CONTINUA POR VIA NASAL. CONTIENE: - UNA CANULA NASAL. - DOS CODOS PARA CONEXION. - UN PUERTO PARA MONITORIZACION. - DOS TUBOS DE FLUJO SUAVE DE 180 CM DE LONGITUD. - UNA LINEA PARA MONITORIZACION,PIEZA,38,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/cd2dcf13b6134442aa30674f8f2f990d/procedimiento,27/07/2024
,E-2023-00125530,AA-50-GYR-050GYR001-T-356-2023,25301,25301-3582,AGUA DE MAR (SOLUCIÓN),SOLUCIONES. PARA IRRIGACION TRANSURETRAL DE GLICINA EN ENVASE CON ENTRADA QUE SE ADAPTE AL EQUIPO PARA IRRIGACION TRANSURETRAL. ENVASE CON 3000 ML.,PIEZA,416,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/cd2dcf13b6134442aa30674f8f2f990d/procedimiento,27/07/2024
,E-2023-00125530,AA-50-GYR-050GYR001-T-356-2023,25401,25401-0540,VENDA ENYESADA,VENDAS. DE MALLA ELASTICA. FORMA TUBULAR. LONGITUD: 100 M. NUMERO: 2. ENVASE CON 100 M.,PIEZA,30,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/cd2dcf13b6134442aa30674f8f2f990d/procedimiento,27/07/2024
,E-2023-00125530,AA-50-GYR-050GYR001-T-356-2023,25401,25401-0540,VENDA ENYESADA,VENDAS. DE MALLA ELASTICA. FORMA TUBULAR. LONGITUD: 100 M. NUMERO: 3. ENVASE CON 100 M.,PIEZA,25,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/cd2dcf13b6134442aa30674f8f2f990d/procedimiento,27/07/2024
,E-2023-00125530,AA-50-GYR-050GYR001-T-356-2023,25501,25501-0099,MEDIOS DE CONTRASTE,GRUPO 10 GELES CONDUCTORES PARA ESTUDIOS DE IMAGENOLOGIA. GEL CONDUCTOR. AGENTE ACUOSO PARA ULTRASONIDO Y PROCEDIMIENTOS ELECTROMEDICOS CON BASE DE PROPANODIOL TRIETANOLAMINA Y AGUA PURIFICADA. ENVASE CON 3800 ML.,PIEZA,53,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/cd2dcf13b6134442aa30674f8f2f990d/procedimiento,27/07/2024
,E-2023-00125530,AA-50-GYR-050GYR001-T-356-2023,25401,25401-0217,FIJADORES EXTERNOS PARA MANO Y ANTEBRAZO,"FIJADOR. FIJADOR HIDROSOLUBLE PARA CITOLOGIA EXFOLIATIVA, EN AEROSOL. ENVASE CON 250 G. TA.",PIEZA,80,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/cd2dcf13b6134442aa30674f8f2f990d/procedimiento,27/07/2024
010.000.3674.00,E-2023-00125530,AA-50-GYR-050GYR001-T-356-2023,25301,25301-0090,010.000.3674.00 AGUA INYECTABLE SOLUCION INYECTABLE 10 ML 100 AMPOLLETAS CON 10 ML,AGUA BIDESTILADA.,PIEZA,55,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/cd2dcf13b6134442aa30674f8f2f990d/procedimiento,27/07/2024
,E-2023-00125530,AA-50-GYR-050GYR001-T-356-2023,25401,25401-0365,PLACA DESECADOR,SUSTANCIAS BIOLOGICAS. VDRL. ANTIGENO DE CARDIOLIPINA PARA INVESTIGAR REAGINAS DE LA SIFILIS EN SUERO SIN INACTIVAR EN PLASMA Y LIQUIDO CEFALORRAQUIDEO (NO REQUIERE RECONSTITUCION). PARA 300 PRUEBAS. CAJA CON 10 AMPOLLETAS DE 0.5 ML. C/U. RTC.,PIEZA,15,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/cd2dcf13b6134442aa30674f8f2f990d/procedimiento,27/07/2024
,E-2023-00125530,AA-50-GYR-050GYR001-T-356-2023,25401,25401-0365,PLACA DESECADOR,SUSTANCIAS BIOLOGICAS ANTISUEROS. ANTIGLOBULINA HUMANA. PARA LA PRUEBA DE COOMBS. FRASCO CON 10 ML. RTC.,PIEZA,20,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/cd2dcf13b6134442aa30674f8f2f990d/procedimiento,27/07/2024
,E-2023-00125530,AA-50-GYR-050GYR001-T-356-2023,23701,23701-0033,CAJAS DE PLASTICO,"CAJAS. DE PLASTICO, CON SEPARADORES PARA 25 PORTAOBJETOS. PIEZA.",PIEZA,68,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/cd2dcf13b6134442aa30674f8f2f990d/procedimiento,27/07/2024
,E-2023-00125530,AA-50-GYR-050GYR001-T-356-2023,25501,25501-0088,REACTIVOS QUIMICOS PARA USO DE LABORATORIO DE MEDICION,"FACTOR REUMATOIDE EQUIPO PA-RA SU DETERMINACION EN SUEROCOMPUESTO DE: ANTIGENO ADSORBIDO A PARTICULAS DE LATEX5 ML, SUERO CONTROL POSITIVOY NEGATIVO PLACA DE REACCIONRTC.",PIEZA,18,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/cd2dcf13b6134442aa30674f8f2f990d/procedimiento,27/07/2024
,E-2023-00125530,AA-50-GYR-050GYR001-T-356-2023,25501,25501-0088,REACTIVOS QUIMICOS PARA USO DE LABORATORIO DE MEDICION,"GONADOTROFINA CORIONICA, - -PRUEBA INMUNOLOGICA EN TUBO,BASADO EN LA REACCION DEINHIBICION DE LA HEMAGLUTINACION POR MEDIO DE ERITROCITOS SENSIBILIZADOS, ANTICUERPOS MONOCLONALES, CONTRA LAFRACCION BETA, EN PRESENTA",PIEZA,50,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/cd2dcf13b6134442aa30674f8f2f990d/procedimiento,27/07/2024
,E-2023-00125530,AA-50-GYR-050GYR001-T-356-2023,25501,25501-0088,REACTIVOS QUIMICOS PARA USO DE LABORATORIO DE MEDICION,SUSTANCIAS BIOLOGICAS. PROTEINA C REACTIVA. EQUIPO PARA INVESTIGAR POR AGLUTINACION DE PARTICULAS DE LATEX. ESTANDARIZADA. COMPUESTO DE: SUERO CONTROL POSITIVO Y NEGATIVO. PLACA DE REACCION. ANTISUERO ADSORBIDO A PARTICULAS DE LATEX. 2 ML. RTC.,PIEZA,35,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/cd2dcf13b6134442aa30674f8f2f990d/procedimiento,27/07/2024
,E-2023-00125530,AA-50-GYR-050GYR001-T-356-2023,25501,25501-0018,FRASCO AMBAR,FRASCO AMBAR CON BOCA ANCHA-Y TAPA DE ROSCA DE PLASTICOCAPACIDAD: 115 ML.,PIEZA,375,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/cd2dcf13b6134442aa30674f8f2f990d/procedimiento,27/07/2024
080.823.0130,E-2023-00125530,AA-50-GYR-050GYR001-T-356-2023,25401,25401-7055,080.823.0130 SOLUCIONES AMORTIGUADORAS. SOLUCION AMORTIGUADORA PARA LA TINCION DE WRIGHT. FRASCO CON 100 ML. 5 ML SE DILUYEN A UN LITRO. RTC.,SOLUCIONES AMORTIGUADORAS. SOLUCION AMORTIGUADORA PARA LA TINCION DE WRIGHT. FRASCO CON 100 ML. 5 ML SE DILUYEN A UN LITRO. RTC.,PIEZA,20,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/cd2dcf13b6134442aa30674f8f2f990d/procedimiento,27/07/2024
080.829.5356,E-2023-00125530,AA-50-GYR-050GYR001-T-356-2023,25401,25401-4621,"080.829.5356 PRUEBAS RAPIDAS. PRUEBA RAPIDA PARA LA DETERMINACION CUALITATIVA EN SANGRE TOTAL DE ANTICUERPOS IGG POR INMUNOCROMATOGRAFIA CONTRA EL VIRUS DE LA INMUNODEFICIENCIA HUMANA TIPOS 1 Y 2. ESTUCHE PARA MINIMO 24 PRUEBAS. TATC. CON SENSIBILIDAD IGUAL O SUPERIOR AL 99% Y ESPECIFICIDAD IGUAL O SUPERIOR AL 98% PARA VIH, DE ACUERDO CON EL CERTIFICADO DE EVALUACION DIAGNOSTICA DEL INSTITUTO DE DIAGNOSTICO Y REFERENCIA EPIDEMIOLOGICOS, O EN SU CASO ALGUN OTRO ORGANISMO INTERNACIONAL COMO LA FDA, EMA O LA ORGANIZACION MUNDIAL DE LA SALUD.",PRUEBAS RAPIDAS. PRUEBA RAPIDA PARA LA DETERMINACION CUALITATIVA EN SANGRE TOTAL DE ANTICUERPOS IGG POR INMUNOCROMATOGRAFIA CONTRA EL VIRUS DE LA INMUNODEFICIENCIA HUMANA TIPOS 1 Y 2. ESTUCHE PARA MINIMO 24 PRUEBAS. TATC. CON SENSIBILIDAD IGUAL O SUPERI,PIEZA,69,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/cd2dcf13b6134442aa30674f8f2f990d/procedimiento,27/07/2024
,E-2023-00125530,AA-50-GYR-050GYR001-T-356-2023,25401,25401-0513,TUBO DE EXTENSION DE POLIVINILO,"TUBO SISTEMA PARA TOMA Y RECOLECCION DE SANGRE, DE PLASTICO PET AL VACIO, (13 X 75 MM) DESECHABLE PARA ADULTO CON CITRATO DE SODIO 0.129 MOLAR (3.8%) ( 0.3 ML) LIQUIDO, TAPON AZUL CON SILICON COMO LUBRICANTE , VOLUMEN DE DRENADO 2.7 A 3 ML",PIEZA,58,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/cd2dcf13b6134442aa30674f8f2f990d/procedimiento,27/07/2024
,E-2023-00056830,AA-10-K2H-010K2H001-N-151-2023,25501,25501-0043,SOPORTE PARA LABORATORIO,PAQUETE DE 80 CUÑAS ACÚSTICAS CLASE I FIRE RATING. DIMENSIONES: 305 X 310 X310 (MM) COLOR BLANCO : MATERIAL DE REFERENCIA SONEX O SIMILAR. DISEÑO DE LA CUÑA DE COMÚN ACUERDO.,PIEZA,80,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/de0a362545374d808684d9df97fd043d/procedimiento,27/07/2024
,E-2023-00056830,AA-10-K2H-010K2H001-N-151-2023,25501,25501-0043,SOPORTE PARA LABORATORIO,PAQUETE DE 80 CUÑAS ACÚSTICAS CLASE I FIRE RATING. DIMENSIONES: 305 X 305 X 305 (MM) COLOR BLANCO : MATERIAL DE REFERENCIA SONEX O SIMILAR. DISEÑO DE LA CUÑA DE COMÚN ACUERDO.,PIEZA,80,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/de0a362545374d808684d9df97fd043d/procedimiento,27/07/2024
,E-2023-00096987,AA-11-L4J-011L4J993-N-139-2023,25501,25501-0092,MATERIAL METALICO PARA USO EN LABORATORIO DE MEDICION,"TFE GUN SM-EXG76 7600 781121817 (781121825) REPAIR. FILAMENTO PARA MICROSCOPIO ELECTRÓNICO DE BARRIDO, MARCA JEOL, NO. DE PARTE JU2010520R.",PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/1f2b0ea097a04601b0f202f0eabbc7b7/procedimiento,27/07/2024
,E-2024-00065567,AA-12-NCZ-012NCZ001-N-525-2024,25501,25501-0048,TUBO MUESTRADOR,"L1482921 - TUBO SISTEMA PARA LA TOMA Y RECOLECCION DE SANGRE, DE PLASTICO AL VACIO Y DESECHABLE DE 13X75 ML. SIN ANTICUAGULANTE CON TAPON CONVENCIONAL DE HULE, TAPON COLOR ROJO CON UN VOLUMEN DE DRENADO DE 4 ML. CJA. C/100 PZAS.",PIEZA,280,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/9d1aa6d9c4114418b2d43d42a1c7b61a/procedimiento,27/07/2024
,E-2024-00065567,AA-12-NCZ-012NCZ001-N-525-2024,25501,25501-0048,TUBO MUESTRADOR,"L1484366 - TUBO PARA LA TOMA Y RECOLECCION DE SANGRE POR PUNCION CAPILAR DE POLIPROPILENO TRANSLUCIDO, TAPON AMBAR, GEL SEPARADOR VOL.MAX.DE DRENADO 400-600 MCL. CON RECOLECTOR DE FLUJO INTEGRADO AL TUBO, CAJA C/200 PZAS.",PIEZA,12,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/9d1aa6d9c4114418b2d43d42a1c7b61a/procedimiento,27/07/2024
,E-2024-00065567,AA-12-NCZ-012NCZ001-N-525-2024,25501,25501-0048,TUBO MUESTRADOR,"L1490089 - TUBO PARA LA TOMA Y RECOLECCION DE SANGRE POR PUNCION CAPILAR DE POLIPROPILENO, TAPON ROJO CON UN VOLUMEN MAXIMO DE 250-500 MCL CON RECOLECTOR DE FLUJO INTEGRADO AL TUBO. CAJA CON 200 TUBOS.",PIEZA,40,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/9d1aa6d9c4114418b2d43d42a1c7b61a/procedimiento,27/07/2024
,E-2024-00065567,AA-12-NCZ-012NCZ001-N-525-2024,25501,25501-0048,TUBO MUESTRADOR,"L1489599 - TUBO PARA TOMA Y RECOLECCION DE SANGRE, CON DRENADO AJUSTADO AL ANTIPLANO MEXICANO DE PLASTICO AL VACIO DE 13 X 75 MM, DESECHABLE CON UN VOLUMEN DE DRENADO DE 3 ML CON EDTA K2 (5.4 MG) APLICADO POR ASPERSION EN LA PARED DEL TUBO, TAPON HEMOGUARD COLOR LILA. CAJA CON 100 PIEZAS.",PIEZA,280,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/9d1aa6d9c4114418b2d43d42a1c7b61a/procedimiento,27/07/2024
,E-2024-00065567,AA-12-NCZ-012NCZ001-N-525-2024,25501,25501-0048,TUBO MUESTRADOR,"L1490111 - TUBO PARA LA TOMA Y RECOLECCION DE SANGRE POR PUNCION CAPILAR DE POLIPROPILENO, TRANSLUCIDO, TAPON LILA DE 13 X 76 MM DE RECOLECCION DE SANGRE POR PUNCION CAPILAR, TUBO CON 1.0 EDTA K2 POR ASPERSION EN LAS PAREDES CON RECOLECTOR DE FLUJO INTEGRADO AL TUBO, VOLUMEN MAXIMO DE 250 A 500 MCL. CAJA CON 200 PIEZAS.",PIEZA,36,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/9d1aa6d9c4114418b2d43d42a1c7b61a/procedimiento,27/07/2024
,E-2024-00065567,AA-12-NCZ-012NCZ001-N-525-2024,25501,25501-0048,TUBO MUESTRADOR,"L1486137 - TUBO PARA LA TOMA Y RECOLECCION DE SANGRE POR PUNCION CAPILAR DE POLIPROPILENO, TRANSLUCIDO, TAPON VERDE, CON HEPARINA DE LITIO Y GEL, PARA LA DETERMINACION DE AMONIO EN SANGRE POR ARSPERSION EN LAS PAREDES, CON UN VOL MAX. DE 400 A 600 MCL, CON RECOLECTOR DE FLUJO INTEGRADO AL TUBO . PAQ. CON 200 PZAS",PIEZA,6,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/9d1aa6d9c4114418b2d43d42a1c7b61a/procedimiento,27/07/2024
,E-2024-00065567,AA-12-NCZ-012NCZ001-N-525-2024,25501,25501-0048,TUBO MUESTRADOR,L1482945 - TUBO PARA LA TOMA Y RECOLECCION DE SANGRE CON DRENADO AJUSTADO AL ALTIPLANO MEXICANO DE PLASTICO CON CITRATO DE SODIO AL 3.2%(0.109M) CON UN VOLUMEN DE DRENADO DE 2.7ML DE 13X75 MM CON TAPON HEMOGARD COLOR AZUL,PIEZA,20,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/9d1aa6d9c4114418b2d43d42a1c7b61a/procedimiento,27/07/2024
,E-2024-00065567,AA-12-NCZ-012NCZ001-N-525-2024,25501,25501-0048,TUBO MUESTRADOR,"L14901748 - KIT RECOLECTOR DE ORINA QUE CONSTA DE VASO DE PLASTICO TRANSPARENTE DE INTERIOR ESTERIL PARA LA RECOLECCION DE ORINA CON TAPA ROSCA HERMETICA CON ADAPTADOR DE TRANSFERENCIA DE ORINA INTEGRADO PARA TENER UN SISTEMA CERRADO Y ETIQUETA DE SEGURIDAD QUE AYUDA A PREVENIR PUNCIONES, VOLUMEN 120 ML, Y TUBO DE PLASTICO DE FONDO CONICO PARA ESTANDARIZAR LA CUANTIFICACION DEL SEDIMENTO URINARIO SIN CONSERVADOR DE 8 ML DE DRENADO, MEDIDAS DEL TUBO 16 X 100 MM PARA SU ANALISIS DE ORINA. CAJA CON 50 KITS.",PIEZA,40,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/9d1aa6d9c4114418b2d43d42a1c7b61a/procedimiento,27/07/2024
,E-2024-00065567,AA-12-NCZ-012NCZ001-N-525-2024,25501,25501-0048,TUBO MUESTRADOR,"L1490093 - KIT PARA LA RECOLECCION DE ORINA PARA ESTUDIO DE UROCULTIVO QUE CONSTA DE TUBO: CON CONSERVADOR MICROBIOLOGICO AL VACIO DE PLASTICO CON CONSERVADOR LIOFILIZADO QUE CONTIENE ACIDO BORICO FORMATO DE SODIO Y BORATO DE SODIO QUE AYUDAN A CONTROLAR EL CRECIMIENTO EXCESIVOS DE PATOGENOS EXISTENTES SIN CAUSAR TOXICIDAD, MANTIENEN LA ORINA HASTA POR 48 HRS A TEMPERATURA AMBIENTE (NO MAS DE 25ªC) SIN REFRIGERAR, TUBO ESPECIFICO PARA MICROBIOLOGIA, MEDIDAS 13 X 75 MM Y ADAPTADOR PARA TRANSFERENCIA DE ORINA PARA EVITAR DERRAMES EN EL TRASVASE DE MUESTRA DE ORINA DE UN CONTENEDOR O BOLSA PEDIATRICA AL TUBO. CAJA CON 100 KIT",PIEZA,8,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/9d1aa6d9c4114418b2d43d42a1c7b61a/procedimiento,27/07/2024
,E-2024-00065567,AA-12-NCZ-012NCZ001-N-525-2024,25501,25501-0048,TUBO MUESTRADOR,"L1489194 - TORNIQUETE PLANO DE POLISOPRENO, LIBRE DE LATEX DE 2.5 CM DE ANCHO Y 45 CM DE LARGO. CAJA CON 25 PIEZAS.",PIEZA,30,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/9d1aa6d9c4114418b2d43d42a1c7b61a/procedimiento,27/07/2024
,E-2024-00066692,AA-12-NDF-012NDF999-N-358-2024,25501,25501-0525,"MATERIALES, ACCESORIOS Y SUMINISTROS DE LABORATORIO",25288- - - 0.2 PCR TUBES FLAT CAPS CLEAR 1000PK CAT. 401001 MARCA NEST,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/4789953fa295447b8fc22be11d0c58cf/procedimiento,27/07/2024
,E-2024-00066692,AA-12-NDF-012NDF999-N-358-2024,25501,25501-0525,"MATERIALES, ACCESORIOS Y SUMINISTROS DE LABORATORIO",25289- - - MICROWELL MINI TRAY S-PLATE 60 WELL WO LID NS 10 UL WELL-400CS 4PK 100 PIEZA CAT. 472400 MARCA THERMOFISHER,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/4789953fa295447b8fc22be11d0c58cf/procedimiento,27/07/2024
,E-2024-00066692,AA-12-NDF-012NDF999-N-358-2024,25501,25501-0525,"MATERIALES, ACCESORIOS Y SUMINISTROS DE LABORATORIO",25290- - - 15ML CENTRIFUGE TUBEBULK STANDARD STERILE 50PK 500CS (TUBO ESTERIL DE 15 ML) CAT. 601052 MARCA NEST,PIEZA,6,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/4789953fa295447b8fc22be11d0c58cf/procedimiento,27/07/2024
,E-2024-00066692,AA-12-NDF-012NDF999-N-358-2024,25501,25501-0525,"MATERIALES, ACCESORIOS Y SUMINISTROS DE LABORATORIO","25291- - - 50ML CENTRIFUGE TUBEBULK STANDARD STERILE 25PK 500CS. TUBO DE CENTRIFUGA DE 50 ML A GRANEL ESTÁNDAR ESTÉRIL, PAQUETE DE 25 UNIDADES DE 500 PIEZA. CAT. 602052 MARCA NEST",PIEZA,4,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/4789953fa295447b8fc22be11d0c58cf/procedimiento,27/07/2024
,E-2024-00066692,AA-12-NDF-012NDF999-N-358-2024,25501,25501-0525,"MATERIALES, ACCESORIOS Y SUMINISTROS DE LABORATORIO",25292- - - 5 ML CENTRIFUGE TUBE ROUND BOTTOM WITH HINGED CAP NONSTERILE CAT. 621001 MARCA NEST,PIEZA,1,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/4789953fa295447b8fc22be11d0c58cf/procedimiento,27/07/2024
